ztop,Age,Deuterium,dT
3105.3,703114,-406.3,-2.36
3105.85,703529,-406.7,-2.45
3106.4,703956,-408.5,-2.78
3106.95,704384,-410,-3.05
3107.5,704825,-410.8,-3.21
3108.05,705287,-410.7,-3.21
3108.6,705770,-412.1,-3.46
3109.15,706270,-413.7,-3.75
3109.7,706780,-413.3,-3.7
3110.25,707312,-413,-3.67
3110.8,707870,-412.2,-3.56
3111.35,708436,-411.7,-3.5
3111.9,709011,-414.7,-4.02
3112.45,709591,-413.7,-3.88
3113,710178,-414.5,-4.06
3113.55,710806,-413.8,-4
3114.1,711436,-413.8,-4.05
3114.65,712087,-414.3,-4.19
3115.2,712743,-414.53,-4.29
3115.75,713410,-411.9,-3.9
3116.3,714092,-412.4,-4.02
3116.85,714808,-413.5,-4.23
3117.4,715479,-419.2,-5.2
3117.95,716162,-419.37,-5.26
3118.5,716860,-421.29,-5.59
3119.05,717625,-425.12,-6.23
3119.6,718378,-426.6,-6.47
3120.15,719147,-429.3,-6.92
3120.7,720001,-430.7,-7.13
3121.25,720764,-435.4,-7.9
3121.8,721643,-440.9,-8.77
3122.35,722534,-438.4,-8.32
3122.9,723478,-431.5,-7.14
3123.45,724233,-423.2,-5.75
3124,724982,-419.9,-5.18
3124.55,725802,-419.48,-5.07
3125.1,726535,-425.9,-6.1
3125.65,727213,-425.2,-5.96
3126.2,727948,-425.9,-6.05
3126.75,728662,-424.7,-5.83
3127.3,729369,-424,-5.69
3127.85,730050,-421.8,-5.31
3128.4,730709,-421.4,-5.23
3128.95,731331,-421.8,-5.28
3129.5,731946,-419.2,-4.85
3130.05,732602,-415.31,-4.2
3130.6,733241,-412.9,-3.79
3131.15,733803,-413.7,-3.93
3131.7,734327,-413.7,-3.95
3132.25,734843,-414.8,-4.15
3132.8,735336,-413.7,-3.99
3133.35,735855,-411.9,-3.72
3133.9,736355,-413.6,-4.03
3134.45,736837,-416.1,-4.47
3135,737354,-416.2,-4.52
3135.55,737809,-417.4,-4.76
3136.1,738294,-420.9,-5.38
3136.65,738799,-422.2,-5.62
3137.2,739277,-425.9,-6.27
3137.75,739778,-431.1,-7.16
3138.3,740294,-436.5,-8.08
3138.85,740867,-437.4,-8.24
3139.4,741465,-437.4,-8.25
3139.95,742086,-438.7,-8.47
3140.5,742707,-439.4,-8.6
3141.05,743325,-441.4,-8.95
3141.6,743934,-440.5,-8.84
3142.15,744545,-439.2,-8.67
3142.7,745171,-437.4,-8.41
3143.25,745782,-438.3,-8.56
3143.8,746375,-438.3,-8.56
3144.35,746947,-438.7,-8.62
3144.9,747520,-438.78,-8.63
3145.45,748091,-439.2,-8.69
3146,748642,-438.7,-8.6
3146.55,749203,-437.8,-8.44
3147.1,749766,-437.1,-8.32
3147.65,750322,-438.3,-8.5
3148.2,750878,-439,-8.58
3148.75,751428,-439.3,-8.59
3149.3,751990,-438.5,-8.42
3149.85,752561,-438.5,-8.37
3150.4,753139,-438,-8.24
3150.95,753716,-436.6,-7.97
3151.5,754300,-435.8,-7.79
3152.05,754886,-434.5,-7.54
3152.6,755475,-432.8,-7.22
3153.15,756060,-427.2,-6.25
3153.7,756643,-422.9,-5.5
3154.25,757220,-420.6,-5.09
3154.8,757758,-422,-5.3
3155.35,758265,-424.9,-5.77
3155.9,758757,-426.8,-6.07
3156.45,759282,-429,-6.43
3157,759838,-433.3,-7.12
3157.55,760417,-434.3,-7.27
3158.1,761022,-434.8,-7.33
3158.65,761692,-431.3,-6.72
3159.2,762387,-425.8,-5.78
3159.75,763083,-422.3,-5.16
3160.3,763761,-419.8,-4.72
3160.85,764399,-420.1,-4.76
3161.4,765016,-422.2,-5.1
3161.95,765628,-425,-5.56
3162.5,766238,-429,-6.22
3163.05,766880,-430.1,-6.4
3163.6,767558,-427.8,-6
3164.15,768299,-423.9,-5.33
3164.7,769072,-419.2,-4.54
3165.25,769831,-415,-3.84
3165.8,770559,-414.6,-3.8
3166.35,771249,-415.23,-3.93
3166.9,771907,-417.3,-4.32
3167.45,772553,-418.2,-4.52
3168,773239,-415.6,-4.13
3168.55,773957,-413.6,-3.82
3169.1,774703,-411.4,-3.47
3169.65,775442,-408.2,-2.96
3170.2,776159,-406.6,-2.69
3170.75,776861,-406.7,-2.7
3171.3,777536,-406.6,-2.67
3171.85,778201,-404.6,-2.34
3172.4,778873,-403.6,-2.17
3172.95,779549,-403.4,-2.13
3173.5,780209,-403.6,-2.17
3174.05,780863,-404.8,-2.37
3174.6,781519,-404.2,-2.28
3175.15,782180,-401.5,-1.84
3175.7,782856,-402.7,-2.04
3176.25,783528,-400.54,-1.7
3176.8,784173,-400.5,-1.71
3177.35,784830,-397,-1.15
3177.9,785470,-396.3,-1.05
3178.45,786105,-396.1,-1.04
3179,786706,-393.4,-0.63
3179.55,787298,-392.7,-0.54
3180.1,787885,-399.8,-1.75
3180.65,788442,-403.3,-2.37
3181.2,789019,-404.4,-2.59
3181.75,789635,-407.2,-3.09
3182.3,790282,-410.7,-3.7
3182.85,790937,-414,-4.27
3183.4,791618,-418.6,-5.05
3183.95,792331,-421.8,-5.61
3184.5,793079,-423.5,-5.91
3185.05,793876,-427.1,-6.51
3185.6,794708,-432,-7.33
3186.15,795556,-437.3,-8.23
3186.7,796449,-439,-8.53
3187.25,797408,-440.2,-8.73
3187.8,798443,-439,-8.54
3188.35,799501,-441.1,-8.88
3188.9,800589,-441.42,-8.92
3189.45,801662,-440.9,-8.82
