ztop,Age,Deuterium,dT
2278.1,239961.05,-400.9,-1.12
2278.65,240060.53,-403.7,-1.59
2279.2,240163.42,-400,-0.99
2279.75,240262.43,-400,-1
2280.3,240360.41,-398.3,-0.72
2280.85,240456.85,-400.3,-1.06
2281.4,240555.48,-401.2,-1.22
2281.95,240655.15,-398.7,-0.81
2282.5,240751.53,-395.3,-0.26
2283.05,240843.63,-396.8,-0.52
2283.6,240937.25,-397,-0.56
2284.15,241030.95,-393.6,-0.01
2284.7,241120.22,-391.7,0.29
2285.25,241207.13,-391.1,0.38
2285.8,241293.16,-391,0.38
2286.35,241378.5,-387,1.03
2286.9,241460.79,-392.6,0.09
2287.45,241547.15,-386,1.17
2288,241627.9,-389.9,0.51
2288.55,241710.58,-382.5,1.72
2289.1,241787.32,-377.9,2.46
2289.65,241857.58,-377.2,2.56
2290.2,241927.53,-379.3,2.2
2290.75,241999.34,-380.5,1.98
2291.3,242071.74,-375.9,2.73
2291.85,242141.06,-380.4,1.96
2292.4,242213.98,-378.8,2.21
2292.95,242285.8,-375.7,2.71
2293.5,242354.7,-378,2.31
2294.05,242425.13,-377.2,2.42
2294.6,242495.58,-379.3,2.06
2295.15,242568.17,-380.5,1.84
2295.7,242641.94,-380,1.91
2296.25,242715.48,-380,1.89
2296.8,242789.15,-384.8,1.08
2297.35,242867.16,-377.9,2.2
2297.9,242939.88,-380.2,1.81
2298.45,243014.16,-381.5,1.57
2299,243089.61,-384,1.14
2299.55,243168.78,-386.3,0.74
2300.1,243250.18,-386.9,0.63
2300.65,243332.67,-388.4,0.36
2301.2,243414.48,-384.4,1.01
2301.75,243494.51,-384.4,0.99
2302.3,243574.02,-383.1,1.19
2302.85,243653,-384.9,0.87
2303.4,243735.37,-388.8,0.21
2303.95,243821.33,-390.7,-0.12
2304.5,243909.48,-391.1,-0.21
2305.05,243998.59,-391.9,-0.36
2305.6,244088.91,-397.2,-1.25
2306.15,244187.17,-399.6,-1.66
2306.7,244289.39,-403.5,-2.32
2307.25,244397.96,-402.2,-2.13
2307.8,244504.55,-400.3,-1.83
2308.35,244609.28,-403.7,-2.41
2308.9,244718.24,-403.7,-2.42
2309.45,244828.45,-407.4,-3.05
2310,244944.32,-406,-2.83
2310.55,245058.93,-408.2,-3.21
2311.1,245176.97,-409.6,-3.45
2311.65,245297.8,-409.4,-3.43
2312.2,245419.84,-415.7,-4.49
2312.75,245551.56,-411.3,-3.77
2313.3,245677.42,-413.9,-4.22
2313.85,245808.2,-419,-5.07
2314.4,245948.01,-415,-4.42
2314.95,246081.73,-419.8,-5.22
2315.5,246225.09,-422.5,-5.68
2316.05,246374.64,-423.9,-5.92
2316.6,246528.04,-426.8,-6.4
2317.15,246688.22,-433.8,-7.56
2317.7,246861.65,-430,-6.94
2318.25,247031.07,-429.1,-6.8
2318.8,247198.24,-431.61,-7.22
2319.35,247365.64,-424.2,-6.01
2319.9,247521.74,-421.2,-5.52
2320.45,247676.94,-424,-5.99
2321,247832.06,-427.54,-6.58
2321.55,247991.75,-422,-5.67
2322.1,248142.37,-421.9,-5.66
2322.65,248292.75,-421.5,-5.6
2323.2,248442.64,-425.6,-6.29
2323.75,248601.65,-422.9,-5.85
2324.3,248755.4,-423.6,-5.97
2324.85,248911.13,-427.7,-6.65
2325.4,249075.47,-425.3,-6.26
2325.95,249235.43,-425.6,-6.32
2326.5,249396.28,-429.4,-6.95
2327.05,249566.34,-429.1,-6.91
2327.6,249736.38,-432.2,-7.43
2328.15,249914.66,-431.5,-7.32
2328.7,250091.73,-435.2,-7.93
2329.25,250278.5,-431.3,-7.29
2329.8,250455.82,-434.1,-7.76
2330.35,250636.52,-434.3,-7.8
2330.9,250821.55,-432.4,-7.49
2331.45,251002.02,-432.2,-7.46
2332,251181.69,-432.12,-7.45
2332.55,251357.62,-430.74,-7.23
2333.1,251533.54,-432.6,-7.54
2333.65,251718.7,-437.17,-8.29
2334.2,251915.34,-438.85,-8.57
2334.75,252115.06,-437.1,-8.28
2335.3,252310.36,-436.1,-8.12
2335.85,252503.06,-437.4,-8.33
2336.4,252698.7,-433,-7.6
2336.95,252883.02,-437.4,-8.33
2337.5,253078.97,-434.8,-7.89
2338.05,253268.84,-438.4,-8.48
2338.6,253467.9,-437.8,-8.38
2339.15,253665.28,-433.6,-7.68
2339.7,253851.57,-432.8,-7.55
2340.25,254035.04,-432.4,-7.48
2340.8,254216.99,-430.5,-7.17
2341.35,254394.82,-435.5,-7.99
2341.9,254585.94,-436.8,-8.2
2342.45,254781.1,-434.2,-7.77
2343,254968.85,-432.4,-7.47
2343.55,255152.22,-434.7,-7.85
2344.1,255341.35,-434.9,-7.88
2344.65,255531.37,-433.9,-7.72
2345.2,255719.46,-441.2,-8.92
2345.75,255917.43,-435.6,-7.99
2346.3,256110.01,-433.9,-7.71
2346.85,256297.65,-433.76,-7.69
2347.4,256480.06,-430.3,-7.12
2347.95,256657.57,-429.5,-6.99
2348.5,256833.37,-433.7,-7.68
2349.05,257019.86,-430.5,-7.16
2349.6,257198.65,-429.1,-6.93
2350.15,257374.62,-436.4,-8.13
2350.7,257568.36,-431.3,-7.29
2351.25,257750.07,-429.4,-6.98
2351.8,257926.34,-430.5,-7.17
2352.35,258104.86,-428.4,-6.82
2352.9,258278.43,-427,-6.59
2353.45,258447.98,-423.5,-6.02
2354,258610.03,-427.6,-6.7
2354.55,258781.29,-432,-7.43
2355.1,258964.56,-430.6,-7.2
2355.65,259145.11,-432.5,-7.51
2356.2,259331.14,-437.8,-8.38
2356.75,259531.86,-431.6,-7.36
2357.3,259715.75,-431,-7.27
2357.85,259897.91,-431.5,-7.35
2358.4,260085.27,-435.4,-7.99
2358.95,260280.53,-438,-8.42
2359.5,260483.39,-435.2,-7.96
2360.05,260678.54,-435.8,-8.06
2360.6,260873.94,-427.4,-6.68
2361.15,261048.58,-431.1,-7.29
2361.7,261231.22,-429.4,-7.01
2362.25,261410.54,-432.1,-7.46
2362.8,261596.83,-435.1,-7.95
2363.35,261792.22,-437.5,-8.35
2363.9,261995.07,-434.6,-7.87
2364.45,262189.71,-431.8,-7.41
2365,262376.1,-432.5,-7.53
2365.55,262564.88,-434.5,-7.86
2366.1,262758.2,-429.3,-7
2366.65,262938.93,-434.8,-7.91
2367.2,263134.47,-429.5,-7.04
2367.75,263314.53,-424.4,-6.2
2368.3,263482.53,-424.1,-6.16
2368.85,263649,-424.1,-6.17
2369.4,263816.52,-428.5,-6.9
2369.95,263994.25,-426.3,-6.54
2370.5,264167.67,-428,-6.83
2371.05,264345.41,-430.9,-7.31
2371.6,264531.19,-428.9,-6.98
2372.15,264711.85,-427.3,-6.72
2372.7,264888.7,-431.3,-7.39
2373.25,265076.82,-431.7,-7.45
2373.8,265266.34,-432.1,-7.52
2374.35,265456.84,-430.4,-7.24
2374.9,265643.33,-432.2,-7.54
2375.45,265833.9,-433.48,-7.76
2376,266035.7,-433.8,-7.81
2376.55,266239.95,-436.67,-8.29
2377.1,266458.95,-435.82,-8.15
2377.65,266674.79,-434.29,-7.9
2378.2,266880.29,-430.87,-7.34
2378.75,267076.8,-436.15,-8.21
2379.3,267285.05,-439,-8.68
2379.85,267500.34,-439.6,-8.77
2380.4,267717.99,-440.5,-8.92
2380.95,267938.62,-436.6,-8.28
2381.5,268146.85,-437.9,-8.49
2382.05,268359.2,-437.7,-8.45
2382.6,268571.47,-438.2,-8.54
2383.15,268785.44,-438.3,-8.55
2383.7,269000.34,-440.3,-8.88
2384.25,269221.57,-438.9,-8.65
2384.8,269439.06,-440.7,-8.95
2385.35,269662.97,-441.8,-9.13
2385.9,269890.56,-438.1,-8.51
2386.45,270106.71,-442.6,-9.25
2387,270336.94,-438.3,-8.54
2387.55,270553.34,-437.5,-8.41
2388.1,270767.99,-441,-8.98
2388.65,270993.64,-444.5,-9.55
2389.2,271232.12,-442.2,-9.16
2389.75,271462.95,-441.8,-9.09
2390.3,271692.56,-443.5,-9.36
2390.85,271928.24,-443.4,-9.34
2391.4,272163.71,-442.8,-9.23
2391.95,272397.46,-443.8,-9.38
2392.5,272634.58,-441.9,-9.06
2393.05,272865.56,-443.5,-9.32
2393.6,273101.78,-443.5,-9.31
2394.15,273338.43,-441.6,-8.98
2394.7,273568.59,-442.8,-9.17
2395.25,273802.68,-442.1,-9.05
2395.8,274034.83,-442.5,-9.11
2396.35,274268.39,-442.2,-9.05
2396.9,274500.73,-439.3,-8.56
2397.45,274724.08,-441.8,-8.97
2398,274954.78,-439.5,-8.58
2398.55,275178.88,-441.8,-8.95
2399.1,275410.36,-442.3,-9.02
2399.65,275643.57,-437.9,-8.28
2400.2,275861.49,-435.6,-7.89
2400.75,276072.71,-437.3,-8.16
2401.3,276288.65,-439.9,-8.58
2401.85,276514.38,-442.5,-8.99
2402.4,276748.06,-438.9,-8.38
2402.95,276970.92,-442.4,-8.95
2403.5,277205.06,-445.1,-9.38
2404.05,277448.22,-438.2,-8.22
2404.6,277667.91,-435.5,-7.76
2405.15,277878.74,-435.5,-7.75
2405.7,278089.08,-438.7,-8.26
2406.25,278310.26,-439.7,-8.41
2406.8,278534.79,-445.2,-9.3
2407.35,278777.86,-436.8,-7.89
2407.9,278993.43,-437.9,-8.05
2408.45,279211.94,-441.1,-8.57
2409,279440.38,-438.5,-8.12
2409.55,279660.22,-438.1,-8.04
2410.1,279878.23,-433.9,-7.33
2410.65,280083.06,-430.8,-6.81
2411.2,280277.93,-429.2,-6.53
2411.75,280466.89,-423.4,-5.57
2412.3,280639.46,-429.8,-6.62
2412.85,280831.37,-432.9,-7.12
2413.4,281032.03,-430.7,-6.75
2413.95,281222.19,-433.45,-7.19
2414.5,281419,-437.3,-7.82
2415.05,281633.33,-434.7,-7.38
2415.6,281840.55,-431.8,-6.89
2416.15,282033,-430.9,-6.73
2416.7,282228.04,-431,-6.74
2417.25,282423.05,-428.9,-6.39
2417.8,282612.26,-429.9,-6.55
2418.35,282803.89,-427.7,-6.18
2418.9,282990.05,-428.5,-6.31
2419.45,283177.98,-426.3,-5.95
2420,283360.29,-426.5,-5.98
2420.55,283542.88,-425.7,-5.85
2421.1,283723.29,-424.6,-5.67
2421.65,283901.57,-427.9,-6.21
2422.2,284088.27,-426.4,-5.97
2422.75,284271.02,-424.7,-5.69
2423.3,284449.69,-424.5,-5.66
2423.85,284627.88,-425.5,-5.83
2424.4,284808.69,-424.8,-5.71
2424.95,284988.61,-424.75,-5.71
2425.5,285167.6,-430.2,-6.61
2426.05,285360.68,-422.1,-5.28
2426.6,285534.64,-423.7,-5.55
2427.15,285713.31,-422.5,-5.35
2427.7,285889.51,-425,-5.77
2428.25,286069.99,-421.3,-5.17
2428.8,286241.2,-421.7,-5.24
2429.35,286413.07,-420.2,-5
2429.9,286580.31,-421.8,-5.27
2430.45,286749.74,-423.8,-5.61
2431,286927.21,-419.5,-4.9
2431.55,287094.25,-423.4,-5.56
2432.1,287268.46,-422.1,-5.35
2432.65,287443.68,-419.9,-4.99
2433.2,287613.14,-419.3,-4.9
2433.75,287781.25,-420,-5.02
2434.3,287948.28,-417.2,-4.57
2434.85,288110.84,-417.9,-4.69
2435.4,288266.59,-419.7,-5
2435.95,288426.05,-418.4,-4.79
2436.5,288595.9,-420.5,-5.15
2437.05,288766.95,-418.2,-4.77
2437.6,288928.37,-419.9,-5.06
2438.15,289101.72,-420.8,-5.21
2438.7,289264.2,-419.5,-5.01
2439.25,289431.57,-419.2,-4.97
2439.8,289599.15,-419.3,-4.99
2440.35,289761.54,-415.1,-4.31
2440.9,289917.77,-413.6,-4.07
2441.45,290067.29,-412.1,-3.83
2442,290220.29,-412.1,-3.84
2442.55,290374.15,-415,-4.33
2443.1,290534.46,-416.4,-4.57
2443.65,290698.48,-415.3,-4.4
2444.2,290856.65,-418.7,-4.97
2444.75,291017.75,-419.6,-5.12
2445.3,291180.89,-420.7,-5.31
2445.85,291357.5,-423.2,-5.73
2446.4,291541.03,-427.4,-6.43
2446.95,291726.55,-421.2,-5.41
2447.5,291906,-423.1,-5.72
2448.05,292090.06,-425.8,-6.17
2448.6,292282.78,-429,-6.7
2449.15,292485.03,-426.5,-6.29
2449.7,292680.44,-427.25,-6.41
2450.25,292879.37,-425.6,-6.14
2450.8,293073.33,-430.7,-6.98
2451.35,293281.38,-432.4,-7.27
2451.9,293485.91,-435.4,-7.76
2452.45,293711.08,-434.3,-7.58
2453,293933.03,-431.7,-7.14
2453.55,294146.17,-427.2,-6.4
2454.1,294346.3,-434.1,-7.53
2454.65,294567.6,-434.7,-7.63
2455.2,294791.7,-437.4,-8.07
2455.75,295018.41,-434.7,-7.62
2456.3,295242.95,-432.3,-7.22
2456.85,295454.28,-432.2,-7.2
2457.4,295669.87,-429.1,-6.68
2457.95,295876.34,-426,-6.17
2458.5,296072.25,-418.5,-4.93
2459.05,296249.22,-422.9,-5.66
2459.6,296436.47,-424.16,-5.87
2460.15,296630.28,-427.2,-6.37
2460.7,296831.47,-430.78,-6.95
2461.25,297040.44,-431.4,-7.05
2461.8,297258.27,-433.4,-7.38
2462.35,297480.14,-437.4,-8.03
2462.9,297694.88,-433.3,-7.35
2463.45,297896.07,-436.1,-7.81
2464,298127.79,-434.9,-7.6
2464.55,298356.37,-432.2,-7.15
2465.1,298576.29,-432.79,-7.24
2465.65,298790.11,-429.4,-6.68
2466.2,299000.82,-428.6,-6.54
2466.75,299209.16,-427.6,-6.37
2467.3,299415.07,-429.2,-6.63
2467.85,299625.56,-428.9,-6.57
2468.4,299835.55,-425.4,-5.99
2468.95,300034.88,-424.7,-5.87
2469.5,300232.01,-422.9,-5.57
2470.05,300423.76,-418.9,-4.91
2470.6,300608.97,-425.1,-5.93
2471.15,300807.78,-427.4,-6.31
2471.7,301014.6,-429,-6.57
2472.25,301227.24,-432.5,-7.14
2472.8,301451.09,-435.9,-7.69
2473.35,301667.68,-432.1,-7.06
2473.9,301891.18,-432.2,-7.07
2474.45,302115.68,-431.9,-7.01
2475,302339.47,-425.5,-5.94
2475.55,302542.33,-427.3,-6.23
2476.1,302751.11,-428.3,-6.39
2476.65,302962.9,-426.7,-6.12
2477.2,303169.97,-424.1,-5.68
2477.75,303369.16,-421.5,-5.25
2478.3,303561.78,-425,-5.82
2478.85,303762.67,-418.45,-4.73
2479.4,303953.5,-422.7,-5.42
2479.95,304148.18,-420.8,-5.1
2480.5,304328.85,-422.6,-5.39
2481.05,304523.63,-421.5,-5.2
2481.6,304716.08,-419.39,-4.85
2482.15,304906.12,-422,-5.27
2482.7,305099.64,-418.4,-4.67
2483.25,305283.54,-414.1,-3.95
2483.8,305456.18,-415.9,-4.25
2484.35,305633.07,-417.9,-4.57
2484.9,305816.71,-423.1,-5.42
2485.45,306014.02,-422.3,-5.28
2486,306210.61,-423.5,-5.47
2486.55,306410.01,-421.1,-5.06
2487.1,306603.78,-425.65,-5.8
2487.65,306807.03,-430.9,-6.66
2488.2,307031.36,-436.6,-7.59
2488.75,307269.4,-433.1,-6.99
2489.3,307490.66,-432,-6.79
2489.85,307719.83,-430.7,-6.56
2490.4,307945.11,-429.7,-6.38
2490.95,308166.68,-427.6,-6.02
2491.5,308381.81,-424.7,-5.53
2492.05,308587.87,-428.3,-6.12
2492.6,308805.43,-426.2,-5.76
2493.15,309016.64,-423.7,-5.33
2493.7,309222.65,-426,-5.7
2494.25,309433.64,-426.9,-5.84
2494.8,309648.54,-430.1,-6.36
2495.35,309873.24,-424.6,-5.44
2495.9,310082.09,-426.7,-5.77
2496.45,310296.78,-424.5,-5.4
2497,310505.9,-428,-5.97
2497.55,310725.01,-423.5,-5.21
2498.1,310931.36,-423.47,-5.19
2498.65,311133.24,-424.88,-5.41
2499.2,311337.16,-425.5,-5.51
2499.75,311542.25,-424.5,-5.33
2500.3,311755.38,-422.11,-4.92
2500.85,311954.26,-423.3,-5.11
2501.4,312160.32,-419.3,-4.43
2501.95,312356.49,-421.3,-4.76
2502.5,312558.13,-423.5,-5.11
2503.05,312765.49,-417.2,-4.05
2503.6,312956.28,-417.1,-4.03
2504.15,313146.1,-419.4,-4.4
2504.7,313342.5,-413.6,-3.43
2505.25,313523.2,-416.5,-3.9
2505.8,313710.11,-410.2,-2.85
2506.35,313882.82,-416,-3.8
2506.9,314069.55,-414,-3.46
2507.45,314251.7,-412.6,-3.22
2508,314430.46,-415.4,-3.67
2508.55,314616.07,-412.8,-3.23
2509.1,314795.55,-410.5,-2.84
2509.65,314968.27,-408.5,-2.5
2510.2,315135.51,-415.3,-3.62
2510.75,315322.42,-416.7,-3.84
2511.3,315511.58,-407.3,-2.28
2511.85,315678.87,-409.3,-2.6
2512.4,315848.82,-406,-2.05
2512.95,316010.85,-403.4,-1.61
2513.5,316166.46,-401.4,-1.27
2514.05,316316.88,-410,-2.69
2514.6,316487.97,-411.9,-2.99
2515.15,316666.26,-411.7,-2.95
2515.7,316844.27,-412.8,-3.12
2516.25,317025.35,-413.4,-3.2
2516.8,317208.57,-415.7,-3.57
2517.35,317397.76,-415,-3.44
2517.9,317585.63,-416.4,-3.65
2518.45,317777.23,-414.3,-3.29
2519,317963.77,-416.3,-3.6
2519.55,318155.88,-420.1,-4.22
2520.1,318359.23,-421.4,-4.41
2520.65,318568.14,-426.9,-5.3
2521.2,318793.79,-422.6,-4.57
2521.75,319006.2,-421.8,-4.41
2522.3,319216.05,-421.7,-4.37
2522.85,319425.71,-422.3,-4.45
2523.4,319637.28,-422.2,-4.41
2523.95,319848.44,-420,-4.03
2524.5,320052.87,-418.8,-3.81
2525.05,320254.1,-421.5,-4.24
2525.6,320462.08,-416.5,-3.39
2526.15,320656.52,-415.1,-3.14
2526.7,320846.25,-414.2,-2.98
2527.25,321033.41,-414.9,-3.08
2527.8,321221.52,-409,-2.08
2528.35,321395.54,-414,-2.9
2528.9,321581.44,-410.9,-2.37
2529.45,321759.7,-411.4,-2.44
2530,321938.93,-410.3,-2.24
2530.55,322114.94,-408.5,-1.93
2531.1,322286.78,-408.5,-1.92
2531.65,322457.73,-405.1,-1.35
2532.2,322621.25,-406.2,-1.52
2532.75,322786.75,-408.4,-1.88
2533.3,322957.5,-404.4,-1.21
2533.85,323119.3,-404,-1.13
2534.4,323279.45,-402.8,-0.93
2534.95,323436.81,-401.8,-0.76
2535.5,323591.92,-405.7,-1.4
2536.05,323755.46,-399.9,-0.43
2536.6,323907.35,-402.4,-0.84
2537.15,324062.84,-399.4,-0.34
2537.7,324212.22,-396.6,0.13
2538.25,324355.82,-396.9,0.08
2538.8,324499.71,-398.8,-0.23
2539.35,324647.82,-400.8,-0.56
2539.9,324800.14,-398.4,-0.16
2540.45,324947.8,-398.9,-0.24
2541,325096.07,-397.9,-0.08
2541.55,325242.26,-396.3,0.19
2542.1,325384.96,-400.8,-0.55
2542.65,325528.53,-394.8,0.44
2543.2,325667.58,-392.3,0.85
2543.75,325802.11,-393.1,0.72
2544.3,325937.51,-389.5,1.31
2544.85,326066.71,-394,0.56
2545.4,326203.29,-393.9,0.57
2545.95,326340.6,-395.5,0.31
2546.5,326479.92,-393.9,0.57
2547.05,326616.86,-393.6,0.61
2547.6,326749.74,-394.7,0.43
2548.15,326887.34,-396.3,0.16
2548.7,327025.29,-393,0.7
2549.25,327160.59,-394.8,0.39
2549.8,327297.94,-394.4,0.46
2550.35,327432.23,-394.6,0.41
2550.9,327560.26,-390.8,1.04
2551.45,327685.37,-389.8,1.19
2552,327818.33,-393.5,0.57
2552.55,327948.76,-392.1,0.79
2553.1,328083.02,-392.6,0.7
2553.65,328216.6,-392,0.8
2554.2,328350.88,-392.8,0.66
2554.75,328477.41,-388.5,1.36
2555.3,328603.75,-388.4,1.36
2555.85,328732.71,-389.9,1.11
2556.4,328863.77,-390.5,1
2556.95,329000.97,-394,0.41
2557.5,329141.1,-395.2,0.2
2558.05,329274.58,-391.6,0.79
2558.6,329415.04,-395.7,0.1
2559.15,329551.45,-391.5,0.78
2559.7,329684.47,-393.2,0.49
2560.25,329820.2,-393.2,0.47
2560.8,329951.98,-391.3,0.77
2561.35,330083.12,-390.3,0.92
2561.9,330213.04,-390,0.96
2562.45,330342.96,-389.8,0.97
2563,330482.33,-394.7,0.15
2563.55,330615.82,-391.2,0.71
2564.1,330752.86,-393.4,0.32
2564.65,330890.02,-393.1,0.35
2565.2,331036.13,-397.2,-0.34
2565.75,331179.11,-395.6,-0.1
2566.3,331321.8,-395.6,-0.12
2566.85,331460.64,-394.4,0.05
2567.4,331598.67,-393,0.26
2567.95,331724.53,-388.2,1.03
2568.5,331849.11,-388.1,1.02
2569.05,331979.26,-388.8,0.88
2569.6,332096.85,-383.1,1.79
2570.15,332216.73,-382.7,1.83
2570.7,332330.18,-381.4,2.01
2571.25,332441.8,-379.4,2.32
2571.8,332549.19,-376.5,2.77
2572.35,332653.12,-373.3,3.27
2572.9,332762.49,-377.6,2.53
2573.45,332871.72,-377.4,2.54
2574,332975.68,-373.3,3.19
2574.55,333078.6,-373.1,3.19
2575.1,333178.92,-371.2,3.48
2575.65,333277.18,-369.4,3.75
2576.2,333378.7,-371.7,3.34
2576.75,333484.65,-372.2,3.23
2577.3,333589.97,-371.28,3.35
2577.85,333696.91,-373.82,2.9
2578.4,333803.22,-372.99,3.01
2578.95,333901.72,-368.6,3.7
2579.5,333999.57,-368.9,3.62
2580.05,334102.78,-373.1,2.9
2580.6,334207.22,-371.77,3.09
2581.15,334316.18,-374,2.69
2581.7,334422.39,-372.77,2.87
2582.25,334528.27,-372.97,2.81
2582.8,334641.67,-377.43,2.04
2583.35,334762.66,-379.94,1.6
2583.9,334879.77,-379.71,1.61
2584.45,335000.18,-381.1,1.36
2585,335120.26,-382.2,1.15
2585.55,335249.6,-385.8,0.53
2586.1,335376.02,-384,0.8
2586.65,335513.73,-389.1,-0.07
2587.2,335654.89,-392.3,-0.62
2587.75,335798.11,-392.4,-0.66
2588.3,335947.26,-394,-0.95
2588.85,336098.32,-397.1,-1.48
2589.4,336259.87,-399.6,-1.92
2589.95,336425.63,-400.8,-2.14
2590.5,336591.34,-400.8,-2.17
2591.05,336761.76,-403.6,-2.65
2591.6,336937.19,-405.2,-2.94
2592.15,337116.57,-404.1,-2.78
2592.7,337295.88,-406.3,-3.17
2593.25,337477.64,-406.1,-3.16
2593.8,337666.61,-408,-3.5
2594.35,337863.76,-410.8,-3.98
2594.9,338064.26,-411.5,-4.12
2595.45,338273.61,-414.3,-4.6
2596,338492.23,-417,-5.07
2596.55,338723.85,-420.6,-5.68
2597.1,338952.57,-419.4,-5.5
2597.65,339190.23,-422,-5.95
2598.2,339434.53,-423.5,-6.21
2598.75,339690.3,-425.5,-6.55
2599.3,339949.48,-427.9,-6.96
2599.85,340219.61,-428.7,-7.1
2600.4,340500.07,-432.4,-7.71
2600.95,340798.08,-436.5,-8.39
2601.5,341120.9,-441.3,-9.18
2602.05,341454.3,-443.6,-9.56
2602.6,341774.05,-440.2,-8.99
2603.15,342102.7,-441.6,-9.22
2603.7,342448.12,-444.3,-9.66
2604.25,342760.71,-440.2,-8.98
2604.8,343098.3,-441.2,-9.14
2605.35,343403.5,-436.3,-8.33
2605.9,343727.54,-440.6,-9.03
2606.45,344041.3,-438.2,-8.62
2607,344367.5,-439.62,-8.85
2607.55,344688.4,-439.6,-8.84
2608.1,345000.57,-437.8,-8.53
2608.65,345317.06,-438.8,-8.69
2609.2,345623.31,-436.4,-8.29
2609.75,345933.51,-437.3,-8.43
2610.3,346256.51,-440.1,-8.88
2610.85,346556.55,-434.8,-8.01
2611.4,346868.22,-437.6,-8.46
2611.95,347180.75,-437.8,-8.49
2612.5,347465.98,-431.4,-7.44
2613.05,347768.99,-435.7,-8.14
2613.6,348090.14,-439.4,-8.74
2614.15,348407.58,-438.6,-8.61
2614.7,348707.01,-434.9,-8
2615.25,348968.59,-425.9,-6.52
2615.8,349259.75,-433.2,-7.73
2616.35,349539.65,-430,-7.2
2616.9,349821.44,-430.5,-7.28
2617.45,350106.28,-431,-7.36
2618,350409.96,-435.5,-8.1
2618.55,350702.06,-432.5,-7.61
2619.1,350999.87,-433.9,-7.83
2619.65,351299.86,-434.3,-7.89
2620.2,351599.52,-434.2,-7.87
2620.75,351895.45,-433.3,-7.72
2621.3,352195.39,-434.2,-7.86
2621.85,352493.81,-434.9,-7.97
2622.4,352794.19,-432.8,-7.63
2622.95,353090.35,-432.6,-7.59
2623.5,353378.64,-431.4,-7.4
2624.05,353669.96,-434.7,-7.94
2624.6,353957.73,-432.3,-7.55
2625.15,354271.59,-436,-8.15
2625.7,354600.07,-438.6,-8.58
2626.25,354934.84,-439.9,-8.79
2626.8,355274.13,-441.2,-9
2627.35,355609.39,-440.4,-8.87
2627.9,355943.8,-440.4,-8.87
2628.45,356268.1,-438.3,-8.52
2629,356594.15,-438.6,-8.57
2629.55,356927.03,-439.9,-8.78
2630.1,357258.57,-439.5,-8.7
2630.65,357597.56,-441,-8.94
2631.2,357935.16,-441.3,-8.99
2631.75,358282.19,-440.2,-8.8
2632.3,358613.93,-437.9,-8.41
2632.85,358947.26,-438.6,-8.52
2633.4,359281.23,-439.7,-8.7
2633.95,359598.98,-434.5,-7.84
2634.5,359930.86,-439.2,-8.6
2635.05,360248.46,-434.6,-7.84
2635.6,360584.62,-440.1,-8.74
2636.15,360892.09,-433.8,-7.69
2636.7,361222.68,-438.1,-8.39
2637.25,361534.05,-435.1,-7.89
2637.8,361835.01,-432.1,-7.4
2638.35,362150,-433.4,-7.61
2638.9,362473.32,-437.4,-8.26
2639.45,362765.55,-430.2,-7.07
2640,363060.18,-424.2,-6.07
2640.55,363354.43,-430.5,-7.11
2641.1,363660.28,-433.2,-7.55
2641.65,363958.06,-431.1,-7.2
2642.2,364263.63,-432.7,-7.46
2642.75,364592.14,-436.94,-8.14
2643.3,364919.42,-437.3,-8.19
2643.85,365223.98,-432.3,-7.36
2644.4,365525.91,-431.55,-7.23
2644.95,365836.43,-433.7,-7.58
2645.5,366146.95,-433.6,-7.55
2646.05,366455.74,-433.1,-7.46
2646.6,366773.98,-435.2,-7.8
2647.15,367084.5,-433.4,-7.5
2647.7,367388,-431.5,-7.18
2648.25,367688.02,-428.8,-6.73
2648.8,367992.7,-432.8,-7.38
2649.35,368303.32,-434.4,-7.64
2649.9,368640,-438.4,-8.29
2650.45,368963.11,-435.6,-7.82
2651,369275.19,-433.1,-7.4
2651.55,369586.19,-432.9,-7.36
2652.1,369881.12,-429.3,-6.77
2652.65,370183.96,-431,-7.04
2653.2,370487.77,-431.1,-7.06
2653.75,370768.08,-425.7,-6.17
2654.3,371056.77,-427.7,-6.49
2654.85,371345.46,-427.5,-6.46
2655.4,371632.77,-427.1,-6.39
2655.95,371921.47,-427.4,-6.44
2656.5,372202.03,-425.4,-6.11
2657.05,372471.9,-422.9,-5.7
2657.6,372725.41,-418.4,-4.96
2658.15,372989.06,-421.2,-5.42
2658.7,373266.23,-424.1,-5.9
2659.25,373550.58,-425.7,-6.16
2659.8,373844.53,-427.7,-6.49
2660.35,374150.81,-430,-6.86
2660.9,374489.43,-436.6,-7.94
2661.45,374825.21,-435.7,-7.78
2662,375158.25,-435,-7.66
2662.55,375486.26,-433.8,-7.45
2663.1,375809.38,-432.7,-7.26
2663.65,376132.46,-432.5,-7.22
2664.2,376450.09,-431.3,-7.01
2664.75,376753.48,-428,-6.46
2665.3,377062.47,-429.3,-6.67
2665.85,377364.32,-428.1,-6.46
2666.4,377670.36,-428.4,-6.5
2666.95,377964.99,-426.6,-6.2
2667.5,378282.87,-430.6,-6.85
2668.05,378588.42,-427.6,-6.35
2668.6,378882.76,-425.1,-5.93
2669.15,379174.49,-424.4,-5.81
2669.7,379465.23,-424.1,-5.76
2670.25,379748.3,-422.2,-5.44
2670.8,380018.62,-419,-4.91
2671.35,380290.68,-419.4,-4.97
